,Daily_Screen_Time,App_Social_Media_Time,App_Work_Time,App_Entertainment_Time,Phone_Unlocks,Sleep_Duration,Well_Being_Score,Stress_Level,Mood_Rating
2020,523.0,147.0,48.0,328.0,82.0,4.0,10.0,5.0,9.0
2021,239.0,58.0,49.0,132.0,68.0,8.7,3.0,8.0,8.0
2022,197.0,84.0,4.0,109.0,144.0,4.5,2.0,5.0,9.0
2023,536.0,4.0,27.0,505.0,44.0,8.3,10.0,7.0,8.0
2024,268.0,65.0,16.0,187.0,43.0,7.3,5.0,6.0,10.0
2025,591.0,15.0,162.0,414.0,67.0,7.0,3.0,7.0,3.0
2026,469.0,108.0,102.0,259.0,111.0,8.8,1.0,6.0,7.0
2027,473.0,13.0,129.0,331.0,97.0,4.1,8.0,4.0,7.0
2028,290.0,86.0,5.0,199.0,54.0,4.0,7.0,1.0,7.0
2029,361.0,25.0,57.0,279.0,127.0,4.8,9.0,3.0,8.0
2030,552.0,181.0,8.0,363.0,30.0,7.3,10.0,2.0,1.0
2031,397.0,103.0,33.0,261.0,142.0,6.8,6.0,6.0,9.0
2032,235.0,31.0,9.0,195.0,126.0,6.9,8.0,8.0,6.0
2033,140.0,44.0,5.0,91.0,26.0,6.7,1.0,4.0,9.0
2034,555.0,240.0,77.0,238.0,37.0,5.6,1.0,3.0,6.0
2035,307.0,12.0,28.0,267.0,144.0,4.5,2.0,3.0,6.0
2036,326.0,105.0,95.0,126.0,118.0,8.9,5.0,4.0,4.0
2037,395.0,163.0,107.0,125.0,50.0,5.0,3.0,6.0,4.0
2038,556.0,113.0,64.0,379.0,43.0,5.7,5.0,7.0,4.0
2039,594.0,48.0,6.0,540.0,22.0,7.0,4.0,8.0,3.0
2040,340.0,12.0,15.0,313.0,61.0,8.7,1.0,2.0,1.0
2041,69.0,11.0,16.0,42.0,85.0,7.7,8.0,4.0,2.0
2042,246.0,109.0,30.0,107.0,53.0,8.7,6.0,1.0,10.0
2043,193.0,23.0,30.0,140.0,46.0,5.2,9.0,3.0,1.0
2044,218.0,98.0,25.0,95.0,60.0,4.2,4.0,6.0,9.0
2045,581.0,51.0,160.0,370.0,135.0,7.5,5.0,8.0,2.0
2046,508.0,67.0,42.0,399.0,143.0,4.4,6.0,7.0,10.0
2047,415.0,115.0,115.0,185.0,22.0,5.8,3.0,3.0,7.0
2048,162.0,12.0,18.0,132.0,94.0,4.4,3.0,7.0,10.0
2049,443.0,91.0,89.0,263.0,24.0,8.8,1.0,10.0,3.0
2050,474.0,196.0,121.0,157.0,66.0,4.8,5.0,10.0,9.0
2051,296.0,31.0,56.0,209.0,59.0,8.1,6.0,5.0,9.0
2052,396.0,129.0,0.0,267.0,108.0,6.1,10.0,2.0,10.0
2053,173.0,35.0,35.0,103.0,101.0,5.5,9.0,7.0,9.0
2054,585.0,15.0,113.0,457.0,92.0,8.3,3.0,2.0,6.0
2055,265.0,42.0,62.0,161.0,94.0,6.3,2.0,8.0,10.0
2056,92.0,2.0,10.0,80.0,16.0,5.3,2.0,7.0,8.0
2057,502.0,23.0,53.0,426.0,133.0,5.3,10.0,1.0,1.0
2058,75.0,33.0,20.0,22.0,62.0,4.5,1.0,5.0,10.0
2059,249.0,42.0,11.0,196.0,29.0,7.6,1.0,1.0,8.0
2060,230.0,109.0,43.0,78.0,12.0,4.3,6.0,3.0,9.0
2061,367.0,123.0,84.0,160.0,26.0,4.7,2.0,4.0,6.0
2062,485.0,136.0,29.0,320.0,66.0,4.7,1.0,4.0,2.0
2063,407.0,187.0,78.0,142.0,21.0,5.1,3.0,7.0,1.0
2064,261.0,35.0,17.0,209.0,30.0,8.4,4.0,2.0,5.0
2065,589.0,1.0,27.0,561.0,113.0,8.5,9.0,4.0,3.0
2066,312.0,69.0,70.0,173.0,34.0,8.6,5.0,5.0,9.0
2067,284.0,72.0,41.0,171.0,106.0,6.0,5.0,2.0,10.0
2068,433.0,17.0,102.0,314.0,52.0,7.6,3.0,1.0,9.0
2069,334.0,96.0,53.0,185.0,27.0,6.3,6.0,4.0,2.0
2070,534.0,140.0,69.0,325.0,65.0,7.2,5.0,4.0,2.0
2071,393.0,178.0,7.0,208.0,132.0,7.2,5.0,7.0,10.0
2072,214.0,35.0,44.0,135.0,102.0,7.1,2.0,10.0,9.0
2073,595.0,163.0,95.0,337.0,60.0,5.1,1.0,4.0,1.0
2074,307.0,58.0,27.0,222.0,83.0,7.8,2.0,2.0,8.0
2075,462.0,1.0,63.0,398.0,140.0,4.0,6.0,8.0,9.0
2076,273.0,15.0,31.0,227.0,31.0,7.8,4.0,6.0,6.0
2077,532.0,38.0,95.0,399.0,146.0,8.1,3.0,10.0,7.0
2078,110.0,32.0,28.0,50.0,26.0,5.6,9.0,4.0,9.0
2079,283.0,134.0,72.0,77.0,147.0,5.2,2.0,6.0,6.0
2080,292.0,120.0,19.0,153.0,142.0,8.9,8.0,2.0,10.0
2081,156.0,41.0,20.0,95.0,62.0,4.7,4.0,6.0,6.0
2082,520.0,144.0,60.0,316.0,53.0,4.8,5.0,5.0,7.0
2083,575.0,211.0,76.0,288.0,35.0,5.5,5.0,2.0,7.0
2084,517.0,187.0,106.0,224.0,102.0,7.9,8.0,8.0,10.0
2085,253.0,6.0,30.0,217.0,133.0,6.2,10.0,4.0,1.0
2086,313.0,11.0,51.0,251.0,99.0,7.4,1.0,3.0,5.0
2087,519.0,194.0,148.0,177.0,37.0,4.0,3.0,7.0,8.0
2088,183.0,20.0,18.0,145.0,41.0,6.4,1.0,10.0,4.0
2089,405.0,18.0,85.0,302.0,25.0,8.2,9.0,8.0,9.0
2090,583.0,122.0,165.0,296.0,77.0,5.4,6.0,10.0,10.0
2091,528.0,42.0,10.0,476.0,74.0,6.5,2.0,9.0,3.0
2092,215.0,59.0,19.0,137.0,13.0,7.9,2.0,4.0,10.0
2093,431.0,43.0,0.0,388.0,141.0,5.1,5.0,5.0,8.0
2094,577.0,88.0,81.0,408.0,136.0,8.5,3.0,9.0,6.0
2095,82.0,19.0,20.0,43.0,143.0,8.5,3.0,7.0,7.0
2096,231.0,68.0,55.0,108.0,105.0,6.2,4.0,6.0,4.0
2097,257.0,24.0,26.0,207.0,116.0,8.2,2.0,10.0,6.0
2098,278.0,107.0,14.0,157.0,83.0,6.9,6.0,3.0,5.0
2099,414.0,67.0,47.0,300.0,22.0,8.1,6.0,1.0,1.0
2100,524.0,23.0,64.0,437.0,127.0,4.9,5.0,7.0,5.0
2101,293.0,66.0,81.0,146.0,25.0,7.8,9.0,5.0,9.0
2102,133.0,62.0,22.0,49.0,118.0,8.7,2.0,5.0,8.0
2103,350.0,151.0,95.0,104.0,47.0,8.6,7.0,7.0,5.0
2104,182.0,67.0,45.0,70.0,31.0,8.2,3.0,1.0,1.0
2105,214.0,5.0,13.0,196.0,16.0,5.3,10.0,3.0,1.0
2106,389.0,121.0,34.0,234.0,19.0,5.7,6.0,5.0,8.0
2107,236.0,94.0,60.0,82.0,44.0,5.6,8.0,1.0,5.0
2108,565.0,45.0,161.0,359.0,87.0,7.1,4.0,3.0,3.0
2109,61.0,13.0,6.0,42.0,70.0,4.7,10.0,6.0,3.0
2110,515.0,74.0,2.0,439.0,11.0,8.4,5.0,3.0,7.0
2111,589.0,181.0,106.0,302.0,94.0,7.9,6.0,2.0,4.0
2112,338.0,74.0,83.0,181.0,66.0,5.3,7.0,2.0,4.0
2113,116.0,31.0,29.0,56.0,93.0,7.9,5.0,1.0,5.0
2114,288.0,85.0,5.0,198.0,150.0,6.1,10.0,10.0,5.0
2115,542.0,129.0,83.0,330.0,125.0,4.8,4.0,10.0,1.0
2116,103.0,1.0,4.0,98.0,139.0,6.8,10.0,5.0,10.0
2117,530.0,109.0,146.0,275.0,18.0,5.4,10.0,10.0,8.0
2118,304.0,101.0,37.0,166.0,53.0,8.8,8.0,9.0,10.0
2119,453.0,67.0,79.0,307.0,51.0,4.9,1.0,4.0,9.0
2120,318.0,33.0,84.0,201.0,141.0,6.5,5.0,10.0,7.0
2121,72.0,6.0,11.0,55.0,132.0,7.1,5.0,1.0,10.0
2122,348.0,153.0,62.0,133.0,101.0,7.5,2.0,7.0,4.0
2123,239.0,39.0,25.0,175.0,105.0,6.4,1.0,6.0,7.0
2124,279.0,79.0,56.0,144.0,83.0,7.8,7.0,10.0,10.0
2125,116.0,57.0,18.0,41.0,92.0,4.0,8.0,3.0,7.0
2126,91.0,0.0,2.0,89.0,150.0,8.9,2.0,1.0,9.0
2127,110.0,20.0,12.0,78.0,147.0,5.3,9.0,7.0,3.0
2128,393.0,5.0,17.0,371.0,108.0,4.5,5.0,1.0,7.0
2129,398.0,48.0,55.0,295.0,57.0,6.5,5.0,6.0,5.0
2130,575.0,163.0,123.0,289.0,62.0,8.4,2.0,8.0,6.0
2131,145.0,10.0,10.0,125.0,60.0,5.2,7.0,5.0,8.0
2132,397.0,127.0,36.0,234.0,145.0,5.7,2.0,7.0,4.0
2133,411.0,192.0,70.0,149.0,23.0,7.1,2.0,6.0,8.0
2134,342.0,23.0,82.0,237.0,10.0,4.7,3.0,4.0,7.0
2135,468.0,177.0,116.0,175.0,146.0,8.8,5.0,7.0,4.0
2136,88.0,17.0,26.0,45.0,10.0,6.5,1.0,6.0,7.0
2137,545.0,0.0,76.0,469.0,149.0,5.1,6.0,1.0,7.0
2138,542.0,72.0,81.0,389.0,14.0,7.1,9.0,2.0,6.0
2139,419.0,130.0,104.0,185.0,33.0,6.2,8.0,3.0,1.0
2140,511.0,235.0,59.0,217.0,63.0,8.6,3.0,6.0,10.0
2141,170.0,33.0,47.0,90.0,150.0,4.6,8.0,1.0,3.0
2142,157.0,51.0,17.0,89.0,129.0,7.1,3.0,9.0,5.0
2143,391.0,99.0,114.0,178.0,142.0,7.1,6.0,9.0,8.0
2144,164.0,29.0,13.0,122.0,38.0,5.8,4.0,9.0,6.0
2145,491.0,105.0,63.0,323.0,142.0,4.6,3.0,2.0,3.0
2146,166.0,31.0,30.0,105.0,133.0,7.7,6.0,4.0,10.0
2147,128.0,44.0,10.0,74.0,10.0,8.2,9.0,8.0,6.0
2148,182.0,14.0,48.0,120.0,146.0,4.7,8.0,9.0,4.0
2149,291.0,95.0,51.0,145.0,130.0,6.3,2.0,10.0,3.0
2150,166.0,78.0,27.0,61.0,38.0,5.7,5.0,1.0,9.0
2151,484.0,43.0,108.0,333.0,20.0,5.3,5.0,1.0,9.0
2152,446.0,154.0,61.0,231.0,81.0,7.1,1.0,9.0,3.0
2153,436.0,77.0,87.0,272.0,91.0,7.4,3.0,2.0,5.0
2154,374.0,119.0,84.0,171.0,135.0,4.8,10.0,5.0,7.0
2155,208.0,86.0,54.0,68.0,40.0,5.0,4.0,4.0,4.0
2156,281.0,33.0,14.0,234.0,34.0,7.1,1.0,3.0,6.0
2157,315.0,133.0,88.0,94.0,63.0,6.4,2.0,8.0,1.0
2158,313.0,82.0,74.0,157.0,29.0,5.7,6.0,3.0,8.0
2159,594.0,202.0,53.0,339.0,150.0,7.3,3.0,6.0,7.0
2160,121.0,5.0,21.0,95.0,89.0,5.5,9.0,3.0,5.0
2161,170.0,3.0,30.0,137.0,42.0,4.0,8.0,2.0,8.0
2162,355.0,134.0,23.0,198.0,51.0,5.1,10.0,7.0,3.0
2163,360.0,17.0,27.0,316.0,145.0,6.6,4.0,6.0,7.0
2164,224.0,110.0,44.0,70.0,85.0,4.2,8.0,9.0,4.0
2165,374.0,21.0,100.0,253.0,20.0,7.5,5.0,2.0,1.0
2166,347.0,48.0,30.0,269.0,29.0,4.5,10.0,3.0,10.0
2167,542.0,147.0,118.0,277.0,20.0,6.3,5.0,10.0,9.0
2168,482.0,125.0,102.0,255.0,34.0,8.3,1.0,1.0,7.0
2169,221.0,26.0,25.0,170.0,51.0,5.4,1.0,8.0,1.0
2170,423.0,173.0,105.0,145.0,130.0,4.5,1.0,7.0,10.0
2171,299.0,8.0,72.0,219.0,95.0,4.4,1.0,9.0,4.0
2172,497.0,67.0,27.0,403.0,115.0,7.7,5.0,5.0,7.0
2173,299.0,67.0,88.0,144.0,107.0,7.4,5.0,6.0,4.0
2174,133.0,45.0,10.0,78.0,45.0,7.1,7.0,10.0,5.0
2175,104.0,15.0,4.0,85.0,146.0,8.2,2.0,10.0,3.0
2176,393.0,176.0,67.0,150.0,63.0,5.1,9.0,4.0,3.0
2177,313.0,29.0,35.0,249.0,50.0,5.9,8.0,7.0,4.0
2178,413.0,93.0,17.0,303.0,21.0,8.4,4.0,2.0,1.0
2179,534.0,92.0,87.0,355.0,41.0,8.7,4.0,2.0,2.0
2180,569.0,264.0,70.0,235.0,32.0,6.4,8.0,5.0,7.0
2181,581.0,5.0,45.0,531.0,45.0,7.5,10.0,5.0,3.0
2182,514.0,8.0,108.0,398.0,144.0,6.6,1.0,3.0,3.0
2183,493.0,231.0,45.0,217.0,41.0,5.6,7.0,6.0,10.0
2184,97.0,10.0,1.0,86.0,10.0,8.6,9.0,9.0,1.0
2185,68.0,13.0,8.0,47.0,109.0,5.6,2.0,6.0,3.0
2186,507.0,224.0,78.0,205.0,93.0,8.4,8.0,6.0,3.0
2187,140.0,16.0,29.0,95.0,56.0,8.0,1.0,3.0,9.0
2188,132.0,63.0,29.0,40.0,32.0,4.6,8.0,8.0,3.0
2189,507.0,167.0,101.0,239.0,16.0,7.5,1.0,2.0,1.0
2190,319.0,53.0,18.0,248.0,11.0,7.4,2.0,10.0,3.0
2191,246.0,57.0,70.0,119.0,83.0,4.8,7.0,10.0,7.0
2192,367.0,153.0,107.0,107.0,137.0,6.7,7.0,3.0,4.0
2193,472.0,140.0,51.0,281.0,18.0,8.3,1.0,5.0,8.0
2194,211.0,102.0,7.0,102.0,146.0,7.7,9.0,9.0,8.0
2195,284.0,2.0,52.0,230.0,121.0,7.1,9.0,4.0,8.0
2196,450.0,183.0,46.0,221.0,52.0,4.9,8.0,4.0,2.0
2197,388.0,119.0,72.0,197.0,130.0,8.7,6.0,9.0,10.0
2198,409.0,4.0,42.0,363.0,29.0,6.3,9.0,4.0,7.0
2199,203.0,45.0,37.0,121.0,64.0,7.8,7.0,7.0,7.0
2200,422.0,204.0,72.0,146.0,42.0,4.2,7.0,7.0,1.0
2201,546.0,44.0,100.0,402.0,111.0,7.4,1.0,1.0,6.0
2202,524.0,46.0,40.0,438.0,54.0,8.9,4.0,10.0,7.0
2203,89.0,31.0,5.0,53.0,13.0,5.5,10.0,5.0,7.0
2204,365.0,87.0,3.0,275.0,81.0,5.1,4.0,4.0,8.0
2205,545.0,271.0,66.0,208.0,58.0,8.0,3.0,4.0,5.0
2206,222.0,13.0,35.0,174.0,64.0,4.8,3.0,3.0,1.0
2207,383.0,22.0,87.0,274.0,92.0,8.5,7.0,5.0,9.0
2208,556.0,241.0,90.0,225.0,124.0,7.6,5.0,7.0,7.0
2209,370.0,71.0,81.0,218.0,25.0,7.2,2.0,6.0,3.0
2210,101.0,10.0,26.0,65.0,95.0,7.1,9.0,4.0,2.0
2211,470.0,116.0,87.0,267.0,29.0,8.2,2.0,2.0,8.0
2212,334.0,10.0,46.0,278.0,40.0,4.0,10.0,7.0,7.0
2213,304.0,95.0,47.0,162.0,90.0,5.5,5.0,10.0,7.0
2214,108.0,21.0,28.0,59.0,142.0,4.0,7.0,5.0,9.0
2215,374.0,147.0,63.0,164.0,94.0,4.2,2.0,6.0,6.0
2216,154.0,51.0,29.0,74.0,104.0,4.8,2.0,6.0,8.0
2217,453.0,198.0,57.0,198.0,63.0,6.7,1.0,3.0,5.0
2218,538.0,73.0,58.0,407.0,19.0,5.1,6.0,1.0,8.0
2219,119.0,39.0,14.0,66.0,141.0,7.1,1.0,8.0,5.0
2220,236.0,25.0,2.0,209.0,11.0,4.0,10.0,2.0,2.0
2221,96.0,41.0,16.0,39.0,127.0,5.7,4.0,10.0,9.0
2222,540.0,166.0,141.0,233.0,35.0,7.5,4.0,5.0,8.0
2223,269.0,118.0,48.0,103.0,87.0,6.6,2.0,9.0,6.0
2224,227.0,103.0,64.0,60.0,63.0,6.3,8.0,4.0,1.0
2225,533.0,115.0,20.0,398.0,87.0,5.0,6.0,3.0,5.0
2226,172.0,0.0,17.0,155.0,88.0,6.6,7.0,5.0,2.0
2227,346.0,142.0,18.0,186.0,87.0,6.5,2.0,7.0,8.0
2228,337.0,152.0,95.0,90.0,43.0,5.2,1.0,6.0,10.0
2229,332.0,102.0,93.0,137.0,94.0,8.2,5.0,7.0,1.0
2230,573.0,58.0,105.0,410.0,123.0,5.4,1.0,10.0,6.0
2231,411.0,8.0,55.0,348.0,138.0,8.6,5.0,1.0,5.0
2232,269.0,51.0,58.0,160.0,28.0,6.9,6.0,6.0,5.0
2233,145.0,46.0,35.0,64.0,15.0,7.9,7.0,10.0,1.0
2234,276.0,28.0,41.0,207.0,58.0,5.7,10.0,8.0,4.0
2235,251.0,65.0,42.0,144.0,126.0,8.6,2.0,6.0,3.0
2236,517.0,36.0,38.0,443.0,140.0,5.1,4.0,9.0,7.0
2237,324.0,2.0,54.0,268.0,74.0,4.1,2.0,6.0,4.0
2238,465.0,165.0,44.0,256.0,124.0,5.2,4.0,9.0,1.0
2239,431.0,123.0,119.0,189.0,139.0,5.2,1.0,4.0,2.0
2240,291.0,0.0,65.0,226.0,90.0,5.6,8.0,2.0,8.0
2241,98.0,39.0,7.0,52.0,134.0,7.8,10.0,6.0,10.0
2242,204.0,25.0,59.0,120.0,81.0,8.7,7.0,8.0,9.0
2243,145.0,20.0,22.0,103.0,145.0,7.2,1.0,10.0,6.0
2244,203.0,39.0,33.0,131.0,106.0,6.4,7.0,2.0,4.0
2245,369.0,175.0,36.0,158.0,126.0,8.8,7.0,1.0,10.0
2246,256.0,22.0,30.0,204.0,53.0,4.5,5.0,2.0,4.0
2247,231.0,100.0,61.0,70.0,41.0,7.3,3.0,5.0,7.0
2248,431.0,10.0,48.0,373.0,19.0,5.5,2.0,3.0,5.0
2249,274.0,85.0,3.0,186.0,55.0,7.2,10.0,9.0,5.0
2250,233.0,20.0,31.0,182.0,102.0,7.7,4.0,8.0,5.0
2251,546.0,78.0,75.0,393.0,70.0,7.6,10.0,6.0,8.0
2252,336.0,52.0,22.0,262.0,82.0,7.2,4.0,10.0,1.0
2253,479.0,47.0,13.0,419.0,61.0,6.9,6.0,6.0,6.0
2254,530.0,230.0,42.0,258.0,86.0,7.5,9.0,10.0,3.0
2255,206.0,55.0,49.0,102.0,28.0,8.6,3.0,10.0,9.0
2256,235.0,66.0,70.0,99.0,149.0,4.9,1.0,7.0,8.0
2257,373.0,163.0,32.0,178.0,33.0,4.4,5.0,10.0,1.0
2258,214.0,65.0,32.0,117.0,75.0,5.2,8.0,2.0,7.0
2259,255.0,66.0,3.0,186.0,71.0,4.8,6.0,6.0,4.0
2260,537.0,212.0,102.0,223.0,93.0,7.7,9.0,2.0,9.0
2261,365.0,137.0,69.0,159.0,144.0,4.1,3.0,4.0,1.0
2262,432.0,124.0,71.0,237.0,63.0,8.2,4.0,4.0,8.0
2263,587.0,113.0,174.0,300.0,53.0,7.9,1.0,8.0,2.0
2264,327.0,83.0,33.0,211.0,40.0,7.7,3.0,3.0,7.0
2265,69.0,14.0,1.0,54.0,86.0,4.5,6.0,1.0,5.0
2266,248.0,54.0,3.0,191.0,74.0,8.3,8.0,5.0,1.0
2267,589.0,4.0,94.0,491.0,76.0,7.4,8.0,3.0,10.0
2268,193.0,89.0,44.0,60.0,150.0,4.1,6.0,6.0,1.0
2269,315.0,105.0,93.0,117.0,135.0,6.9,5.0,3.0,8.0
2270,352.0,8.0,81.0,263.0,35.0,8.5,7.0,3.0,2.0
2271,105.0,5.0,1.0,99.0,116.0,7.0,4.0,3.0,7.0
2272,188.0,79.0,42.0,67.0,23.0,6.9,4.0,8.0,3.0
2273,427.0,54.0,55.0,318.0,140.0,8.6,6.0,3.0,5.0
2274,422.0,171.0,54.0,197.0,148.0,8.0,7.0,6.0,8.0
2275,168.0,82.0,18.0,68.0,57.0,8.5,3.0,8.0,2.0
2276,201.0,32.0,12.0,157.0,10.0,5.7,8.0,4.0,1.0
2277,266.0,77.0,73.0,116.0,90.0,6.5,8.0,2.0,6.0
2278,369.0,88.0,11.0,270.0,11.0,8.2,3.0,4.0,1.0
2279,419.0,67.0,85.0,267.0,86.0,8.7,1.0,5.0,7.0
2280,160.0,20.0,44.0,96.0,149.0,7.4,3.0,9.0,10.0
2281,193.0,81.0,17.0,95.0,142.0,6.8,6.0,6.0,4.0
2282,532.0,30.0,24.0,478.0,143.0,5.4,5.0,7.0,6.0
2283,269.0,86.0,17.0,166.0,13.0,7.7,3.0,2.0,8.0
2284,303.0,64.0,12.0,227.0,73.0,7.7,10.0,2.0,7.0
2285,294.0,20.0,78.0,196.0,135.0,6.9,5.0,8.0,9.0
2286,276.0,82.0,0.0,194.0,117.0,6.3,9.0,1.0,3.0
2287,547.0,215.0,152.0,180.0,17.0,8.3,5.0,1.0,2.0
2288,498.0,17.0,82.0,399.0,136.0,7.1,3.0,1.0,1.0
2289,562.0,82.0,144.0,336.0,108.0,8.3,2.0,5.0,1.0
2290,403.0,79.0,98.0,226.0,12.0,6.1,6.0,9.0,8.0
2291,470.0,133.0,96.0,241.0,97.0,5.2,8.0,7.0,10.0
2292,382.0,59.0,64.0,259.0,64.0,8.2,1.0,7.0,10.0
2293,288.0,100.0,83.0,105.0,23.0,7.8,7.0,9.0,3.0
2294,234.0,61.0,16.0,157.0,90.0,5.4,6.0,9.0,10.0
2295,501.0,236.0,9.0,256.0,82.0,7.2,6.0,10.0,2.0
2296,322.0,142.0,8.0,172.0,42.0,4.7,4.0,10.0,4.0
2297,248.0,37.0,26.0,185.0,23.0,7.3,9.0,7.0,1.0
2298,362.0,129.0,86.0,147.0,79.0,7.9,4.0,10.0,4.0
2299,557.0,167.0,105.0,285.0,72.0,5.2,6.0,7.0,9.0
2300,518.0,236.0,154.0,128.0,70.0,7.8,9.0,8.0,10.0
2301,298.0,24.0,46.0,228.0,51.0,5.1,7.0,2.0,4.0
2302,270.0,13.0,18.0,239.0,65.0,7.5,1.0,10.0,7.0
2303,343.0,166.0,54.0,123.0,82.0,8.1,4.0,9.0,3.0
2304,146.0,21.0,8.0,117.0,108.0,6.4,1.0,2.0,8.0
2305,298.0,119.0,67.0,112.0,150.0,8.2,7.0,1.0,10.0
2306,535.0,175.0,3.0,357.0,37.0,4.4,10.0,2.0,2.0
2307,276.0,109.0,71.0,96.0,62.0,4.7,3.0,9.0,10.0
2308,272.0,83.0,12.0,177.0,20.0,8.2,10.0,5.0,4.0
2309,533.0,87.0,47.0,399.0,30.0,4.1,1.0,1.0,5.0
2310,449.0,125.0,17.0,307.0,73.0,7.5,4.0,4.0,7.0
2311,242.0,57.0,54.0,131.0,43.0,5.9,4.0,9.0,4.0
2312,401.0,164.0,7.0,230.0,53.0,7.5,8.0,6.0,9.0
2313,135.0,1.0,12.0,122.0,92.0,8.5,7.0,6.0,10.0
2314,595.0,200.0,102.0,293.0,114.0,4.8,7.0,8.0,4.0
2315,339.0,107.0,86.0,146.0,64.0,5.0,5.0,9.0,6.0
2316,421.0,201.0,82.0,138.0,119.0,6.6,6.0,9.0,10.0
2317,560.0,236.0,89.0,235.0,63.0,7.3,2.0,6.0,9.0
2318,318.0,18.0,55.0,245.0,52.0,6.7,4.0,8.0,2.0
2319,173.0,52.0,20.0,101.0,107.0,7.3,10.0,8.0,6.0
2320,374.0,140.0,6.0,228.0,46.0,7.4,6.0,9.0,5.0
2321,442.0,130.0,62.0,250.0,83.0,5.8,8.0,7.0,4.0
2322,357.0,7.0,99.0,251.0,64.0,4.6,6.0,1.0,9.0
2323,158.0,75.0,22.0,61.0,98.0,4.2,10.0,8.0,4.0
2324,459.0,63.0,34.0,362.0,35.0,6.9,2.0,4.0,7.0
2325,160.0,7.0,18.0,135.0,54.0,8.7,2.0,8.0,5.0
2326,342.0,154.0,55.0,133.0,122.0,5.4,7.0,3.0,9.0
2327,137.0,29.0,11.0,97.0,73.0,5.9,9.0,1.0,1.0
2328,239.0,78.0,66.0,95.0,149.0,5.3,8.0,5.0,4.0
2329,270.0,15.0,29.0,226.0,34.0,5.6,7.0,3.0,9.0
2330,365.0,10.0,87.0,268.0,90.0,6.6,2.0,8.0,7.0
2331,503.0,162.0,109.0,232.0,12.0,5.1,8.0,7.0,3.0
2332,306.0,143.0,63.0,100.0,18.0,8.3,5.0,2.0,7.0
2333,136.0,35.0,28.0,73.0,130.0,7.9,8.0,7.0,4.0
2334,132.0,44.0,26.0,62.0,63.0,8.8,8.0,3.0,6.0
2335,109.0,26.0,12.0,71.0,128.0,7.2,8.0,5.0,5.0
2336,147.0,6.0,44.0,97.0,10.0,5.5,8.0,1.0,2.0
2337,135.0,58.0,13.0,64.0,96.0,8.1,1.0,3.0,6.0
2338,410.0,167.0,18.0,225.0,147.0,6.2,1.0,1.0,4.0
2339,352.0,165.0,15.0,172.0,51.0,8.9,7.0,1.0,7.0
2340,210.0,102.0,21.0,87.0,110.0,4.3,10.0,8.0,4.0
2341,148.0,60.0,27.0,61.0,37.0,8.5,2.0,8.0,3.0
2342,152.0,23.0,38.0,91.0,149.0,5.4,5.0,6.0,8.0
2343,239.0,99.0,65.0,75.0,111.0,6.8,1.0,2.0,1.0
2344,348.0,39.0,47.0,262.0,67.0,7.5,6.0,10.0,9.0
2345,188.0,34.0,49.0,105.0,137.0,8.1,7.0,8.0,2.0
2346,114.0,30.0,7.0,77.0,132.0,5.8,3.0,3.0,3.0
2347,182.0,71.0,40.0,71.0,19.0,8.2,1.0,7.0,6.0
2348,322.0,133.0,55.0,134.0,132.0,4.5,2.0,4.0,8.0
2349,187.0,66.0,29.0,92.0,100.0,5.3,4.0,7.0,3.0
2350,243.0,49.0,57.0,137.0,86.0,5.8,9.0,4.0,5.0
2351,118.0,42.0,9.0,67.0,97.0,5.5,1.0,7.0,1.0
2352,289.0,60.0,25.0,204.0,61.0,8.1,2.0,1.0,6.0
2353,245.0,22.0,56.0,167.0,112.0,7.1,2.0,3.0,10.0
2354,547.0,170.0,51.0,326.0,148.0,5.8,1.0,4.0,10.0
2355,453.0,83.0,44.0,326.0,42.0,7.9,1.0,3.0,8.0
2356,471.0,114.0,70.0,287.0,26.0,4.3,5.0,5.0,3.0
2357,306.0,35.0,33.0,238.0,91.0,4.7,4.0,9.0,8.0
2358,516.0,117.0,153.0,246.0,39.0,5.9,10.0,5.0,7.0
2359,372.0,130.0,98.0,144.0,70.0,6.7,8.0,9.0,6.0
2360,335.0,43.0,68.0,224.0,29.0,5.7,6.0,7.0,8.0
2361,219.0,67.0,23.0,129.0,62.0,5.9,9.0,8.0,8.0
2362,339.0,69.0,3.0,267.0,148.0,8.5,8.0,6.0,5.0
2363,433.0,213.0,27.0,193.0,113.0,6.6,5.0,6.0,6.0
2364,141.0,50.0,12.0,79.0,99.0,8.2,10.0,8.0,1.0
2365,80.0,34.0,11.0,35.0,57.0,6.2,1.0,4.0,3.0
2366,576.0,132.0,49.0,395.0,58.0,6.1,5.0,4.0,6.0
2367,182.0,90.0,38.0,54.0,131.0,5.1,2.0,5.0,5.0
2368,139.0,54.0,26.0,59.0,45.0,6.8,6.0,4.0,1.0
2369,299.0,91.0,57.0,151.0,115.0,8.3,9.0,5.0,9.0
2370,107.0,22.0,11.0,74.0,72.0,8.3,9.0,6.0,4.0
2371,546.0,51.0,12.0,483.0,34.0,8.7,9.0,8.0,4.0
2372,516.0,35.0,43.0,438.0,48.0,6.5,9.0,3.0,1.0
2373,101.0,21.0,5.0,75.0,128.0,7.7,5.0,10.0,9.0
2374,207.0,94.0,18.0,95.0,36.0,6.7,4.0,6.0,4.0
2375,553.0,210.0,135.0,208.0,62.0,6.0,5.0,9.0,8.0
